epoch,loss,val_loss
32,0.868111252784729,0.21553410589694977,5e-05,0.8777649998664856,nan
33,0.8683894872665405,0.21696271002292633,5e-05,0.8805822134017944,nan
34,0.8716936707496643,0.2147873044013977,5e-05,0.8759390711784363,nan
35,0.868111252784729,0.21610966324806213,5e-05,0.8778693675994873,nan
36,0.869815468788147,0.2148151993751526,5e-05,0.8739566206932068,nan
37,0.8699198365211487,0.21187159419059753,5e-05,0.87990403175354,nan
38,0.8721457719802856,0.21128509938716888,5e-05,0.8779215216636658,nan
39,0.8706849813461304,0.2114103138446808,5e-05,0.8768781423568726,nan
40,0.8706676363945007,0.21087343990802765,5e-05,0.8791214227676392,nan
41,0.8721979856491089,0.20959369838237762,5e-05,0.8788084387779236,nan
42,0.8717979788780212,0.20867803692817688,5e-05,0.8793301582336426,nan
43,0.8717805743217468,0.20816557109355927,5e-05,0.8792257905006409,nan
44,0.8719893097877502,0.20830100774765015,5e-05,0.8831385374069214,nan
45,0.8699198365211487,0.20979024469852448,5e-05,0.8772433400154114,nan
46,0.8740413784980774,0.20504546165466309,5e-05,0.8798518180847168,nan
47,0.8710675835609436,0.20638664066791534,5e-05,0.8790692687034607,nan
48,0.8740935325622559,0.20539118349552155,5e-05,0.8809474110603333,nan
49,0.8747022151947021,0.20192719995975494,2.5e-05,0.8811560869216919,nan
50,0.8736066222190857,0.2040572166442871,2.5e-05,0.8795388340950012,nan
51,0.874876081943512,0.20078709721565247,2.5e-05,0.881416916847229,nan
52,0.874023973941803,0.2010844200849533,2.5e-05,0.8800604939460754,nan
53,0.8757629990577698,0.19941268861293793,2.5e-05,0.8797475099563599,nan
54,0.8752934336662292,0.1987689584493637,2.5e-05,0.879486620426178,nan
55,0.8749456405639648,0.2001669853925705,2.5e-05,0.8815212845802307,nan
56,0.8752238750457764,0.1992824226617813,2.5e-05,0.8827733993530273,nan
57,0.8747369647026062,0.19854098558425903,2.5e-05,0.8802170157432556,nan
58,0.8749282360076904,0.20064868032932281,2.5e-05,0.8779215216636658,nan
59,0.8747195601463318,0.19971799850463867,2.5e-05,0.881416916847229,nan
60,0.8748413324356079,0.19819170236587524,2.5e-05,0.8815212845802307,nan
61,0.8752065300941467,0.19919417798519135,2.5e-05,0.8812082409858704,nan
62,0.8758499622344971,0.19793930649757385,2.5e-05,0.8789649605751038,nan
63,0.8749804496765137,0.19845151901245117,2.5e-05,0.8811560869216919,nan
64,0.8759890794754028,0.19797687232494354,2.5e-05,0.8813126087188721,nan
65,0.8764238357543945,0.19637110829353333,2.5e-05,0.8811039328575134,nan
0,0.2844373285770416,2.3462398052215576,1e-05,0.6585454940795898,nan
0,0.28062883019447327,2.320889711380005,1e-05,0.5905675888061523,nan
1,0.5313287973403931,1.2971431016921997,2e-05,0.6921952962875366,nan
2,0.6193763613700867,0.9478409290313721,3e-05,0.7541736364364624,nan
3,0.6768864393234253,0.74961918592453,4e-05,0.7931448221206665,nan
4,0.7148149013519287,0.6289165616035461,5e-05,0.8050917983055115,nan
5,0.7360137701034546,0.553539514541626,6e-05,0.8214733004570007,nan
6,0.7606385946273804,0.4885413646697998,7e-05,0.8373852372169495,nan
7,0.7806723117828369,0.43613284826278687,8e-05,0.8459411263465881,nan
8,0.7990713715553284,0.3949718475341797,9e-05,0.8519929051399231,nan
9,0.8103403449058533,0.36244601011276245,1e-04,0.8177170157432556,nan
10,0.8208093643188477,0.3376864492893219,1e-04,0.8549144268035889,nan
11,0.8264960050582886,0.32200148701667786,1e-04,0.8696786165237427,nan
12,0.8343564867973328,0.3050789535045624,1e-04,0.8347245454788208,nan
13,0.8376606702804565,0.29528045654296875,1e-04,0.8588793873786926,nan
14,0.844477653503418,0.28464630246162415,1e-04,0.8683743476867676,nan
15,0.8479557633399963,0.2760358452796936,1e-04,0.8704611659049988,nan
16,0.8486340045928955,0.27055710554122925,1e-04,0.8754173517227173,nan
17,0.8526685833930969,0.26275765895843506,1e-04,0.8616966009140015,nan
18,0.8536076545715332,0.2570193111896515,1e-04,0.8657137155532837,nan
19,0.8546162843704224,0.2501870393753052,1e-04,0.8760433793067932,nan
20,0.8565292358398438,0.2493922859430313,1e-04,0.8765129446983337,nan
21,0.858511745929718,0.24380812048912048,1e-04,0.8757303953170776,nan
22,0.8598507642745972,0.24058423936367035,1e-04,0.8797996640205383,nan
23,0.861155092716217,0.23807772994041443,1e-04,0.8700438141822815,nan
24,0.8589812517166138,0.23818519711494446,1e-04,0.8628965020179749,nan
25,0.8634505867958069,0.2341318130493164,1e-04,0.881051778793335,nan
26,0.8617289662361145,0.23251599073410034,1e-04,0.8787040710449219,nan
27,0.8633984327316284,0.23050998151302338,1e-04,0.8723914623260498,nan
28,0.8643549084663391,0.22837947309017181,1e-04,0.8768781423568726,nan
29,0.8693285584449768,0.21893154084682465,5e-05,0.8783388733863831,nan
30,0.8685111999511719,0.21709990501403809,5e-05,0.8807908892631531,nan
31,0.869189441204071,0.2162810117006302,5e-05,0.8796952962875366,nan
32,0.8679025173187256,0.21714116632938385,5e-05,0.8817821145057678,nan
33,0.8698676824569702,0.21456769108772278,5e-05,0.8827211856842041,nan
34,0.8685981631278992,0.21569575369358063,5e-05,0.8824082016944885,nan
35,0.8700589537620544,0.21408288180828094,5e-05,0.8771389722824097,nan
36,0.8688416481018066,0.21406233310699463,5e-05,0.8795909881591797,nan
37,0.8709110617637634,0.2117830365896225,5e-05,0.8829298615455627,nan
38,0.8717284202575684,0.210983008146286,5e-05,0.8807908892631531,nan
39,0.8724936246871948,0.21213771402835846,5e-05,0.8804779052734375,nan
