epoch,loss,val_loss
0,1.646643877029419,1.2779282331466675
1,1.1830929517745972,1.0931967496871948
2,1.0245239734649658,0.9567365646362305
3,0.9176376461982727,0.8724265098571777
4,0.8423275947570801,0.8034226894378662
5,0.7870270609855652,0.7518628239631653
6,0.7415100336074829,0.7105554342269897
7,0.7011450529098511,0.678506076335907
8,0.667500376701355,0.648680567741394
9,0.6355530023574829,0.6131724119186401
10,0.6073139905929565,0.5860472917556763
11,0.5830012559890747,0.5707100629806519
12,0.557449460029602,0.5494352579116821
13,0.5320336818695068,0.5345810055732727
14,0.5171535015106201,0.5185781717300415
15,0.49997520446777344,0.49457690119743347
16,0.4859720766544342,0.48119574785232544
17,0.46870842576026917,0.4721762537956238
18,0.46135464310646057,0.45804598927497864
19,0.4443710446357727,0.4587238132953644
20,0.4333631098270416,0.44513237476348877
21,0.42061755061149597,0.43498489260673523
22,0.42401382327079773,0.4227239191532135
23,0.4109942317008972,0.41093987226486206
24,0.393892765045166,0.4090645909309387
25,0.38797029852867126,0.39790287613868713
26,0.38378292322158813,0.41236844658851624
27,0.37945130467414856,0.392208456993103
28,0.3653087317943573,0.3851054906845093
29,0.36130017042160034,0.3752007782459259
30,0.37152811884880066,0.3680613040924072
31,0.3748552203178406,0.3802768588066101
32,0.34645935893058777,0.3661143481731415
33,0.3542064130306244,0.3614671528339386
34,0.3417755663394928,0.35222041606903076
35,0.32956111431121826,0.36059144139289856
36,0.33044418692588806,0.33950209617614746
37,0.32996347546577454,0.3438432514667511
38,0.3199650049209595,0.3455270528793335
39,0.3163263499736786,0.3306811451911926
40,0.30809280276298523,0.3294239938259125
41,0.32935598492622375,0.33447882533073425
42,0.30039268732070923,0.34167271852493286
43,0.3171359896659851,0.32048553228378296
44,0.29559651017189026,0.31102827191352844
45,0.2935928702354431,0.3049348294734955
46,0.2945510745048523,0.3148044943809509
47,0.2853601574897766,0.31184834241867065
48,0.2896731495857239,0.30266478657722473
49,0.27872082591056824,0.2970137596130371
50,0.2744711637496948,0.29574933648109436
51,0.2894124388694763,0.2976835370063782
52,0.28363385796546936,0.3001796007156372
53,0.27497902512550354,0.3123907446861267
54,0.27295365929603577,0.3076555132865906
55,0.2713029384613037,0.30534249544143677
0,1.8380590677261353,1.5718258619308472
1,1.372151255607605,1.1936227083206177
2,1.0382040739059448,0.9508087635040283
3,0.8869801163673401,0.8442022800445557
4,0.8061673045158386,0.7862114310264587
5,0.7580744028091431,0.739521861076355
6,0.7133933901786804,0.6948728561401367
7,0.67327880859375,0.6628449559211731
8,0.6430253982543945,0.6278812289237976
9,0.6087281703948975,0.5973204374313354
10,0.5846579670906067,0.5759868025779724
11,0.564348578453064,0.5623377561569214
12,0.5466471314430237,0.5423765778541565
13,0.5308831334114075,0.5261743068695068
14,0.5157297253608704,0.5194302201271057
15,0.5056979656219482,0.5011335611343384
16,0.490345299243927,0.5040130019187927
17,0.4811265468597412,0.4957290589809418
18,0.472138375043869,0.469041109085083
19,0.46632009744644165,0.4698432683944702
20,0.45595359802246094,0.4783741533756256
21,0.4532678425312042,0.45026063919067383
22,0.44605594873428345,0.44131800532341003
23,0.43866512179374695,0.4630035161972046
24,0.4349345266819,0.4491613209247589
25,0.4308125376701355,0.45608532428741455
26,0.43442127108573914,0.43360570073127747
27,0.42175641655921936,0.43986934423446655
28,0.41806402802467346,0.4250870645046234
29,0.412238210439682,0.41713690757751465
30,0.4061417281627655,0.41586270928382874
31,0.40485695004463196,0.4109610319137573
32,0.39875560998916626,0.40236666798591614
33,0.3943346440792084,0.3985161781311035
34,0.39354702830314636,0.3977762460708618
35,0.38782596588134766,0.4021665155887604
36,0.38705962896347046,0.4287087619304657
37,0.38656747341156006,0.3975294828414917
38,0.3794718384742737,0.3954378068447113
39,0.37523022294044495,0.3943460285663605
40,0.3728303611278534,0.39339083433151245
41,0.3720892369747162,0.3801507353782654
42,0.36692866683006287,0.3791721761226654
43,0.3657408058643341,0.37209954857826233
44,0.363288015127182,0.39334604144096375
45,0.3614920377731323,0.3748473525047302
46,0.3584362268447876,0.36977332830429077
47,0.3578925132751465,0.3686307370662689
48,0.35380426049232483,0.3832849860191345
49,0.3537633717060089,0.36171233654022217
50,0.3506712317466736,0.36033305525779724
51,0.3507656753063202,0.3638799786567688
52,0.34758466482162476,0.3704421818256378
53,0.345342218875885,0.3726401925086975
54,0.3455958068370819,0.3736441135406494
55,0.34427106380462646,0.3800991177558899
0,0.28052449226379395,nan,0.10178422182798386,nan
1,0.09808184206485748,nan,0.10178422182798386,nan
2,0.09808184206485748,nan,0.10178422182798386,nan
0,0.35846826434135437,nan,0.10037562251091003,nan
1,0.09855137765407562,nan,0.10037562251091003,nan
2,0.09855137765407562,nan,0.10037562251091003,nan
3,0.09855137765407562,nan,0.10037562251091003,nan
4,0.09855137765407562,nan,0.10037562251091003,nan
0,0.10149035602807999,nan,0.10037562251091003,nan
1,0.09855137765407562,nan,0.10037562251091003,nan
2,0.09855137765407562,nan,0.10037562251091003,nan
3,0.09855137765407562,nan,0.10037562251091003,nan
4,0.09855137765407562,nan,0.10037562251091003,nan
0,0.1994330734014511,nan,0.10037562251091003,nan
1,0.09855137765407562,nan,0.10037562251091003,nan
2,0.09855137765407562,nan,0.10037562251091003,nan
3,0.09855137765407562,nan,0.10037562251091003,nan
4,0.09855137765407562,nan,0.10037562251091003,nan
0,0.26803818345069885,2.355081796646118,1e-05,0.6284432411193848,nan
1,0.5231379270553589,1.3211184740066528,2e-05,0.6773789525032043,nan
2,0.624854326248169,0.9497489929199219,3e-05,0.7484870553016663,nan
3,0.6795819401741028,0.7522159814834595,4e-05,0.7741026878356934,nan
4,0.7144322991371155,0.6320256590843201,5e-05,0.7770763635635376,nan
5,0.7382397651672363,0.5513081550598145,6e-05,0.7823455929756165,nan
6,0.7599603533744812,0.4900854229927063,7e-05,0.8136999011039734,nan
7,0.7812114357948303,0.43700408935546875,8e-05,0.8282032608985901,nan
8,0.797488808631897,0.39783865213394165,9e-05,0.8255425691604614,nan
9,0.8063231706619263,0.3736887574195862,1e-04,0.8438543677330017,nan
10,0.8157835006713867,0.3474803566932678,1e-04,0.8435413241386414,nan
11,0.8200267553329468,0.3333792984485626,1e-04,0.8579924702644348,nan
12,0.8291741013526917,0.31338849663734436,1e-04,0.8546535968780518,nan
13,0.8330695629119873,0.30255424976348877,1e-04,0.8651919960975647,nan
14,0.8378693461418152,0.2923244833946228,1e-04,0.862009584903717,nan
15,0.8435907959938049,0.28221800923347473,1e-04,0.8672266006469727,nan
16,0.8471905589103699,0.2729743719100952,1e-04,0.868948221206665,nan
17,0.8472775220870972,0.268200159072876,1e-04,0.8722350001335144,nan
18,0.8508425354957581,0.2636542320251465,1e-04,0.8730175495147705,nan
19,0.854494571685791,0.25471851229667664,1e-04,0.8687917590141296,nan
20,0.8554683923721313,0.2528975307941437,1e-04,0.8756260275840759,nan
21,0.8569987416267395,0.2482198178768158,1e-04,0.8761477470397949,nan
22,0.8567031025886536,0.24755173921585083,1e-04,0.8688439130783081,nan
23,0.858320415019989,0.24160802364349365,1e-04,0.878860592842102,nan
24,0.858807384967804,0.23887594044208527,1e-04,0.8737478852272034,nan
25,0.8608072400093079,0.23753687739372253,1e-04,0.8750521540641785,nan
26,0.8611376881599426,0.23484154045581818,1e-04,0.877556324005127,nan
27,0.8632419109344482,0.23222768306732178,1e-04,0.8765650987625122,nan
28,0.8649113774299622,0.2301253229379654,1e-04,0.8732783794403076,nan
29,0.86758953332901,0.2205525040626526,5e-05,0.879382312297821,nan
30,0.8664765357971191,0.22115540504455566,5e-05,0.8724958300590515,nan
31,0.8663721680641174,0.21988849341869354,5e-05,0.8796431422233582,nan
